layer,description,depth,unit,NA,format,specs,source,citation_url,citation_originator,citation_adress,publication_date
TAXNWRB_Haplic.Leptosols..Eutric._250m_ll.tif,Predicted probability in percent for: Haplic (undetermined) Leptosols (Eutric),None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Haplic.Leptosols..Eutric._250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Haplic.Lixisols_250m_ll.tif,Predicted probability in percent for: Haplic (undetermined) Lixisols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Haplic.Lixisols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Haplic.Lixisols..Chromic._250m_ll.tif,Predicted probability in percent for: Haplic (undetermined) Lixisols (Chromic),None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Haplic.Lixisols..Chromic._250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Haplic.Lixisols..Ferric._250m_ll.tif,Predicted probability in percent for: Haplic (undetermined) Lixisols (Ferric),None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Haplic.Lixisols..Ferric._250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Haplic.Luvisols_250m_ll.tif,Predicted probability in percent for: Haplic (undetermined) Luvisols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Haplic.Luvisols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Haplic.Luvisols..Chromic._250m_ll.tif,Predicted probability in percent for: Haplic (undetermined) Luvisols (Chromic),None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Haplic.Luvisols..Chromic._250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Haplic.Luvisols..Ferric._250m_ll.tif,Predicted probability in percent for: Haplic (undetermined) Luvisols (Ferric),None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Haplic.Luvisols..Ferric._250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Haplic.Nitisols..Rhodic._250m_ll.tif,Predicted probability in percent for: Haplic (undetermined) Nitisols (Rhodic),None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Haplic.Nitisols..Rhodic._250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Haplic.Phaeozems_250m_ll.tif,Predicted probability in percent for: Haplic (undetermined) Phaeozems,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Haplic.Phaeozems_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Haplic.Planosols..Dystric._250m_ll.tif,Predicted probability in percent for: Haplic (undetermined) Planosols (Dystric),None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Haplic.Planosols..Dystric._250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Haplic.Planosols..Eutric._250m_ll.tif,Predicted probability in percent for: Haplic (undetermined) Planosols (Eutric),None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Haplic.Planosols..Eutric._250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Haplic.Podzols_250m_ll.tif,Predicted probability in percent for: Haplic (undetermined) Podzols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Haplic.Podzols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Haplic.Regosols..Dystric._250m_ll.tif,Predicted probability in percent for: Haplic (undetermined) Regosols (Dystric),None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Haplic.Regosols..Dystric._250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Haplic.Regosols..Eutric._250m_ll.tif,Predicted probability in percent for: Haplic (undetermined) Regosols (Eutric),None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Haplic.Regosols..Eutric._250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Haplic.Regosols..Sodic._250m_ll.tif,Predicted probability in percent for: Haplic (undetermined) Regosols (Sodic),None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Haplic.Regosols..Sodic._250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Haplic.Solonchaks_250m_ll.tif,Predicted probability in percent for: Haplic (undetermined) Solonchaks,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Haplic.Solonchaks_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Haplic.Solonchaks..Sodic._250m_ll.tif,Predicted probability in percent for: Haplic (undetermined) Solonchaks (Sodic),None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Haplic.Solonchaks..Sodic._250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Haplic.Solonetz_250m_ll.tif,Predicted probability in percent for: Haplic (undetermined) Solonetz,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Haplic.Solonetz_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Haplic.Umbrisols_250m_ll.tif,Predicted probability in percent for: Haplic (undetermined) Umbrisols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Haplic.Umbrisols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Haplic.Vertisols_250m_ll.tif,Predicted probability in percent for: Haplic (undetermined) Vertisols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Haplic.Vertisols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Haplic.Vertisols..Eutric._250m_ll.tif,Predicted probability in percent for: Haplic (undetermined) Vertisols (Eutric),None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Haplic.Vertisols..Eutric._250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Hemic.Histosols_250m_ll.tif,Predicted probability in percent for: Hemic Histosols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Hemic.Histosols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Histic.Albeluvisols_250m_ll.tif,Predicted probability in percent for: Histic Albeluvisols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Histic.Albeluvisols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Hypoluvic.Arenosols_250m_ll.tif,Predicted probability in percent for: Hypoluvic Arenosols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Hypoluvic.Arenosols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Leptic.Cambisols_250m_ll.tif,Predicted probability in percent for: Leptic Cambisols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Leptic.Cambisols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Leptic.Luvisols_250m_ll.tif,Predicted probability in percent for: Leptic Luvisols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Leptic.Luvisols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Leptic.Phaeozems_250m_ll.tif,Predicted probability in percent for: Leptic Phaeozems,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Leptic.Phaeozems_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Leptic.Regosols_250m_ll.tif,Predicted probability in percent for: Leptic Regosols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Leptic.Regosols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Leptic.Umbrisols_250m_ll.tif,Predicted probability in percent for: Leptic Umbrisols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Leptic.Umbrisols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Lithic.Leptosols_250m_ll.tif,Predicted probability in percent for: Lithic Leptosols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Lithic.Leptosols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Lixic.Plinthosols_250m_ll.tif,Predicted probability in percent for: Lixic Plinthosols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Lixic.Plinthosols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Luvic.Calcisols_250m_ll.tif,Predicted probability in percent for: Luvic Calcisols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Luvic.Calcisols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Luvic.Chernozems_250m_ll.tif,Predicted probability in percent for: Luvic Chernozems,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Luvic.Chernozems_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Luvic.Phaeozems_250m_ll.tif,Predicted probability in percent for: Luvic Phaeozems,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Luvic.Phaeozems_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Luvic.Planosols_250m_ll.tif,Predicted probability in percent for: Luvic Planosols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Luvic.Planosols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Luvic.Stagnosols_250m_ll.tif,Predicted probability in percent for: Luvic Stagnosols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Luvic.Stagnosols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Mollic.Gleysols_250m_ll.tif,Predicted probability in percent for: Mollic Gleysols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Mollic.Gleysols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Mollic.Leptosols_250m_ll.tif,Predicted probability in percent for: Mollic Leptosols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Mollic.Leptosols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Mollic.Solonetz_250m_ll.tif,Predicted probability in percent for: Mollic Solonetz,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Mollic.Solonetz_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Mollic.Vertisols_250m_ll.tif,Predicted probability in percent for: Mollic Vertisols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Mollic.Vertisols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Petric.Calcisols_250m_ll.tif,Predicted probability in percent for: Petric Calcisols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Petric.Calcisols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Petric.Durisols_250m_ll.tif,Predicted probability in percent for: Petric Durisols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Petric.Durisols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Plinthic.Acrisols_250m_ll.tif,Predicted probability in percent for: Plinthic Acrisols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Plinthic.Acrisols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Protic.Arenosols_250m_ll.tif,Predicted probability in percent for: Protic Arenosols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Protic.Arenosols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Rendzic.Leptosols_250m_ll.tif,Predicted probability in percent for: Rendzic Leptosols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Rendzic.Leptosols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Sapric.Histosols_250m_ll.tif,Predicted probability in percent for: Sapric Histosols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Sapric.Histosols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Solodic.Planosols_250m_ll.tif,Predicted probability in percent for: Solodic Planosols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Solodic.Planosols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Stagnic.Luvisols_250m_ll.tif,Predicted probability in percent for: Stagnic Luvisols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Stagnic.Luvisols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Turbic.Cryosols_250m_ll.tif,Predicted probability in percent for: Turbic Cryosols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Turbic.Cryosols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Umbric.Albeluvisols_250m_ll.tif,Predicted probability in percent for: Umbric Albeluvisols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Umbric.Albeluvisols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Umbric.Ferralsols_250m_ll.tif,Predicted probability in percent for: Umbric Ferralsols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Umbric.Ferralsols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Umbric.Gleysols_250m_ll.tif,Predicted probability in percent for: Umbric Gleysols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Umbric.Gleysols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Vertic.Cambisols_250m_ll.tif,Predicted probability in percent for: Vertic Cambisols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Vertic.Cambisols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Vertic.Luvisols_250m_ll.tif,Predicted probability in percent for: Vertic Luvisols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Vertic.Luvisols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Vetic.Acrisols_250m_ll.tif,Predicted probability in percent for: Vetic Acrisols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Vetic.Acrisols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Vitric.Andosols_250m_ll.tif,Predicted probability in percent for: Vitric Andosols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Vitric.Andosols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXNWRB_Vitric.Cryosols_250m_ll.tif,Predicted probability in percent for: Vitric Cryosols,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXNWRB_Vitric.Cryosols_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_250m_ll.tif,Predicted USDA 2014 suborder classes (as integers),None,factor,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Albolls_250m_ll.tif,Predicted probability in percent for: Albolls,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Albolls_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Aqualfs_250m_ll.tif,Predicted probability in percent for: Aqualfs,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Aqualfs_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Aquands_250m_ll.tif,Predicted probability in percent for: Aquands,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Aquands_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Aquents_250m_ll.tif,Predicted probability in percent for: Aquents,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Aquents_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Aquepts_250m_ll.tif,Predicted probability in percent for: Aquepts,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Aquepts_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Aquerts_250m_ll.tif,Predicted probability in percent for: Aquerts,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Aquerts_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Aquods_250m_ll.tif,Predicted probability in percent for: Aquods,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Aquods_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Aquolls_250m_ll.tif,Predicted probability in percent for: Aquolls,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Aquolls_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Aquox_250m_ll.tif,Predicted probability in percent for: Aquox,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Aquox_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Aquults_250m_ll.tif,Predicted probability in percent for: Aquults,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Aquults_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Arents_250m_ll.tif,Predicted probability in percent for: Arents,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Arents_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Argids_250m_ll.tif,Predicted probability in percent for: Argids,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Argids_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Borolls_250m_ll.tif,Predicted probability in percent for: Borolls,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Borolls_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Calcids_250m_ll.tif,Predicted probability in percent for: Calcids,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Calcids_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
